race_id,Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPay,FieldSize,track,RaceNum,Date,DistYrds,surface,TrackCondition,ClassDescriptor,Purse,Weight,PP,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
471,MANEWAL,4.2,2,0,5.2,3,33.8,17.2,7,ARP,6,5/29/16,1100,D,FT,C,7200,124,2,0.8044,6,-9.69E-02
471,COZY BAR,6,6,0,0,0,33.8,17.2,7,ARP,6,5/29/16,1100,D,FT,C,7200,124,3,0.8449,3,-0.0564
471,MADDIE'S GOLD,1.7,3,0,0,2.6,33.8,17.2,7,ARP,6,5/29/16,1100,D,FT,C,7200,124,4,0.8078,5,-9.35E-02
471,LA SORTA,10.7,7,0,0,0,33.8,17.2,7,ARP,6,5/29/16,1100,D,FT,C,7200,124,5,0.8822,2,-1.91E-02
471,CHIBITA,12.1,4,0,0,0,33.8,17.2,7,ARP,6,5/29/16,1100,D,FT,C,7200,124,6,0.841,4,-6.03E-02
471,TASSELMIN,7.7,5,0,0,0,33.8,17.2,7,ARP,6,5/29/16,1100,D,FT,C,7200,119,7,0.9013,1,1.91E-02
472,SENATE RULES,10.3,1,22.6,7,3.8,132.8,27.2,7,ARP,7,5/29/16,1760,D,FT,CO,14500,124,1,0.8452,4,-6.45E-02
472,NOBLE MOJAVE,16.1,6,0,0,0,132.8,27.2,7,ARP,7,5/29/16,1760,D,FT,CO,14500,124,2,0.9097,1,4.33E-02
472,LEECH,1.9,3,0,0,2.4,132.8,27.2,7,ARP,7,5/29/16,1760,D,FT,CO,14500,124,3,0.8184,5,-9.13E-02
472,PASSED DUE,4.2,4,0,0,0,132.8,27.2,7,ARP,7,5/29/16,1760,D,FT,CO,14500,124,4,0.807,7,-0.1027
472,NICK'S PICK,3.6,2,0,6,3,132.8,27.2,7,ARP,7,5/29/16,1760,D,FT,CO,14500,119,5,0.8165,6,-9.32E-02
472,OH NO HENRY,8.5,7,0,0,0,132.8,27.2,7,ARP,7,5/29/16,1760,D,FT,CO,14500,121,6,0.8664,2,-4.33E-02
472,IT'LL BE FINE,3.2,5,0,0,0,132.8,27.2,7,ARP,7,5/29/16,1760,D,FT,CO,14500,124,7,0.8635,3,-4.62E-02
473,JUST A MOMENT,28.6,8,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,120,1,0.7489,11,-0.162
473,THE BIG SPOON,4.4,1,10.8,4.4,3,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,119,2,0.8456,7,-6.53E-02
