1,TWO LIONS,31.4,8,0,0,0,EXA,52.6,QUI,0,10,APX,8,9,5/28/16,4/21/16,1760,T,YL,R
1,BIG MAN IN BLACK,25.4,9,0,0,0,EXA,52.6,QUI,0,10,APX,8,8,5/28/16,5/6/16,1760,T,YL,R
1,PRINCE CHEVAL,16.6,6,0,0,0,EXA,52.6,QUI,0,10,APX,8,8,5/28/16,5/6/16,1760,T,YL,R
1,LASSELL,3.6,4,0,0,0,EXA,52.6,QUI,0,10,APX,8,5,5/28/16,4/23/16,1760,T,YL,R
1,FOUR LEFT FEET,4.3,5,0,0,0,EXA,52.6,QUI,0,10,APX,8,5,5/28/16,4/14/16,1760,T,YL,R
1,DANCING ROCK,7.1,3,0,0,4.8,EXA,52.6,QUI,0,10,APX,8,8,5/28/16,4/23/16,1760,T,YL,R
1,INDY AWESOME,46.5,10,0,0,0,EXA,52.6,QUI,0,10,APX,8,1,5/28/16,5/7/16,1760,T,YL,R
1,SUMSUMSUMMERTIME,7.5,4,0,0,0,EXA,10.4,QUI,5.2,6,ARP,1,3,5/28/16,8/2/15,1100,D,MY,C
1,TIGER BAY,1.3,1,4.6,2.4,2.2,EXA,10.4,QUI,5.2,6,ARP,1,6,5/28/16,8/15/15,1100,D,MY,C
1,RALPHYMOON,17.2,3,0,0,3.6,EXA,10.4,QUI,5.2,6,ARP,1,5,5/28/16,8/7/15,1100,D,MY,C
1,MIDNIGHTWITHDRAWAL,8.6,6,0,0,0,EXA,10.4,QUI,5.2,6,ARP,1,8,5/28/16,9/20/15,1100,D,MY,C
1,FOUR TEN EXPRESS,4.1,5,0,0,0,EXA,10.4,QUI,5.2,6,ARP,1,6,5/28/16,5/21/16,1100,D,MY,C
1,SQUARE UP,1.9,2,0,2.6,2.4,EXA,10.4,QUI,5.2,6,ARP,1,9,5/28/16,8/14/15,1100,D,MY,C
1,BRONC D C,3.7,1,9.4,3.8,3,EXA,38,QUI,15.6,6,ARP,2,,5/28/16,1/1/00,990,D,GD,S
1,BLINGITON CHARLIE,2.4,2,0,3,2.4,EXA,38,QUI,15.6,6,ARP,2,,5/28/16,1/1/00,990,D,GD,S
1,DON'TFRETCHRIS,7.8,6,0,0,0,EXA,38,QUI,15.6,6,ARP,2,,5/28/16,1/1/00,990,D,GD,S
1,SHERMAN T,1.7,3,0,0,2.4,EXA,38,QUI,15.6,6,ARP,2,,5/28/16,1/1/00,990,D,GD,S
1,BIG ARM BRAD,8.3,5,0,0,0,EXA,38,QUI,15.6,6,ARP,2,,5/28/16,1/1/00,990,D,GD,S
1,SIR GOT CLASS,5.8,4,0,0,0,EXA,38,QUI,15.6,6,ARP,2,,5/28/16,1/1/00,990,D,GD,S
1,HAWK NATION,2.9,6,0,0,0,EXA,22.4,QUI,10.4,7,ARP,3,6,5/28/16,2/8/16,1210,D,GD,M
1,SWEET 'N DOWN,16.4,7,0,0,0,EXA,22.4,QUI,10.4,7,ARP,3,,5/28/16,1/1/00,1210,D,GD,M
1,CORINTHIAN CHROME,15.6,4,0,0,0,EXA,22.4,QUI,10.4,7,ARP,3,3,5/28/16,4/16/16,1210,D,GD,M
1,KEEPIN IT LUCKY,15.8,5,0,0,0,EXA,22.4,QUI,10.4,7,ARP,3,8,5/28/16,4/10/16,1210,D,GD,M
1,BLUE RATIO,2.1,2,0,3.6,2.6,EXA,22.4,QUI,10.4,7,ARP,3,3,5/28/16,4/10/16,1210,D,GD,M
1,PARADING QUALITY,2.6,3,0,0,3,EXA,22.4,QUI,10.4,7,ARP,3,3,5/28/16,4/2/16,1210,D,GD,M
1,FORTYATE HI POINTS,3.7,1,9.4,4.6,3,EXA,22.4,QUI,10.4,7,ARP,3,8,5/28/16,5/7/16,1210,D,GD,M
1,BRAZOS EGO,1.6,2,0,3,2.6,EXA,12.6,QUI,6.4,7,ARP,4,4,5/28/16,5/21/16,1210,D,GD,C
1,FORMAL JOKER,2.1,1,6.2,3.2,2.6,EXA,12.6,QUI,6.4,7,ARP,4,5,5/28/16,5/6/16,1210,D,GD,C
