race_id,track,race_number,distance,surface,date_time,race_description,available_bets
10,ASD,R3,5.5f,D,05-27-2016<br>18:20,FOR MANITOBA BRED COLTS AND GELDINGS THREE YEARS OLD  AND UPWARD WHICH HAVE NEVE,.20 PICK 3 (RACES 3-4-5) / .20 SUPERFECTA / .20 TRIACTOR / EXACTOR / QUINELLA
11,ASD,R4,7f,D,05-27-2016<br>18:45,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON THREE RACES. Three Year Olds,$1 PICK 4 (RACES 4-5-6-7) (15% TAKE-OUT) / .20 PICK 3 (RACES 4-5-6) .20 SUPERFECTA / .20 TRIACTOR / EXACTOR /QUINELLA
12,ASD,R5,7f,D,05-27-2016<br>19:10,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON A RACE OT,.20 PICK 3 (RACES 5-6-7) / .20 SUPERFECTA / .20 TRIACTOR / EXACTOR / QUINELLA
13,ASD,R6,5.5f,D,05-27-2016<br>19:35,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,DAILY DOUBLE (RACES 6-7) / .20 SUPERFECTA / .20 TRIACTOR / EXACTOR / QUINELLA
14,ASD,R7,5.5f,D,05-27-2016<br>20:00,FOR MAN / SAS / N.DAK BRED MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWAR,.20 JACKPOT HI 5 / .20 SUPERFECTA / .20 TRIACTOR / EXACTOR / QUINELLA
15,BEL,R1,5f,T,05-27-2016<br>10:30,(UP TO $13;500 NYSBFOA) FOR MAIDENS; TWO YEARS OLD. Weight; 119 lbs. (Non-starte,EXACTA; TRIFECTA (.50); SUPERFECTA (.10); PICK 3 RACES (1-3) PICK 5 (.50) RACES (1-5); DOUBLE WAGERS
16,BEL,R2,6.5f,D,05-27-2016<br>11:01,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON THREE RAC,EXACTA; QUINELLA; TRIFECTA (.50); SUPERFECTA (.10); PICK 3 RACES (2-4) PICK 4 (.50) RACES (2-5); DOUBLE WAGERS
17,BEL,R3,8f,T,05-27-2016<br>11:32,(UP TO $14;400 NYSBFOA) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH ,EXACTA; TRIFECTA (.50); SUPERFECTA (.10); PICK 3 RACES (3-5); DOUBLE WAGERS
18,BEL,R4,6f,t,05-27-2016<br>12:04,INNER TURF (UP TO $9;000 NYSBFOA) FOR THREE YEAR OLDS AND UPWARD WHICH HAVE BROK,EXACTA; QUINELLA; TRIFECTA (.50); SUPERFECTA (.10); PICK 3 RACES (4-6) PICK 6 RACES (4-9); DOUBLE WAGERS
19,BEL,R5,6.5f,D,05-27-2016<br>12:36,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118,EXACTA; TRIFECTA (.50); SUPERFECTA (.10); PICK 3 RACES (5-7) GRAND SLAM RACES (5-8); DOUBLE WAGERS
20,BEL,R6,8.5f,t,05-27-2016<br>13:09,INNER TURF FOR THREE YEAR OLDS AND UPWARD FOALED IN NEW YORK STATE AND APPROVED ,EXACTA; TRIFECTA (.50); SUPERFECTA (.10); PICK 3 RACES (6-8) $250K GUARANTEED PICK 4 (.50) RACES (6-9); DOUBLE WAGERS
21,BEL,R7,7f,D,05-27-2016<br>13:41,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON THREE RACES. Three Year Olds,EXACTA; TRIFECTA (.50); SUPERFECTA (.10); PICK 3 RACES (7-9); DOUBLE WAGERS
22,BEL,R8,7f,T,05-27-2016<br>14:13,(UP TO $13;860 NYSBFOA) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH ,EXACTA; TRIFECTA (.50); SUPERFECTA (.10); DOUBLE WAGERS
23,BEL,R9,6f,t,05-27-2016<br>14:45,INNER TURF (UP TO $13;500 NYSBFOA) FOR MAIDENS; FILLIES AND MARES THREE YEARS OL,EXACTA; TRIFECTA (.50); SUPERFECTA (.10) WAGERS
24,BTP,R1,5.5f,D,05-27-2016<br>12:00,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA / DAILY DOUBLE 50 CENT PICK 4 (RACES 1-2-3-4)
25,BTP,R2,5.5f,D,05-27-2016<br>12:29,FOR REGISTERED OHIO BRED MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; ,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 2-3-4)
26,BTP,R3,6f,D,05-27-2016<br>12:58,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Ol,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 3-4-5)
27,BTP,R4,6.5f,D,05-27-2016<br>13:27,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE STARTED FOR A CLAIMING PRICE OF $5;000,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA / 50 CENT / PICK 3 (RACES 4-5-6)
28,BTP,R5,5.5f,D,05-27-2016<br>13:56,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Older; 124 ,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA / 50 CENT PICK 4 (RACES 5-6-7-8)
29,BTP,R6,6f,D,05-27-2016<br>14:25,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON THREE RAC,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 6-7-8)
30,BTP,R7,6f,D,05-27-2016<br>14:54,FOR THREE YEAR OLDS AND UPWARD. Three Year Olds; 118 lbs.; Older; 124 lbs. Non-w,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA / DAILY DOUBLE
31,BTP,R8,6.5f,D,05-27-2016<br>15:23,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON TWO RACES SINCE MAY 27. Three ,EXACTA / 50 CENT TRIFECTA / 10 CENT SUPERFECTA
32,CBY,R1,5.5f,D,05-27-2016<br>16:40,FOR MINNESOTA BRED FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVE,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA / $1 DAILY DOUBLE / $.50 PICK3 (RACES 1-2-3) $.50 PICK 4 (RACES 1-2-3-4) (18% EXOTIC TAKEOUT)
33,CBY,R2,7.5f,T,05-27-2016<br>17:09,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA / $.50 TURF TOP FIVE / $1 DAILY DOUBLE $.50 PICK 3 (RACES 2-3-4) (18% EXOTIC TAKEOUT)
34,CBY,R3,8.3f,T,05-27-2016<br>17:38,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON A RACE OTHER THAN MAIDEN; CL,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA / $.50 TURF TOP FIVE / $1 DAILY DOUBLE $.50 PICK 3 (RACES 3-4-5) (18% EXOTIC TAKEOUT)
35,CBY,R4,8.3f,T,05-27-2016<br>18:06,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON A RACE OTHER THAN MAIDEN; CL,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA / $.50 TURF TOP FIVE / $1 DAILY DOUBLE $.50 PICK 3 (RACES 4-5-6) (18% EXOTIC TAKEOUT)
36,CBY,R5,5.5f,D,05-27-2016<br>18:34,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 119,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA / $1 DAILY DOUBLE / $.50 PICK3 (RACES 5-6-7) $.50 PICK 4 (RACES 5-6-7-8) (18% EXOTIC TAKEOUT)
37,CBY,R6,5.5f,D,05-27-2016<br>19:03,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON A RACE OT,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA / $1 DAILY DOUBLE $.50 PICK 3(RACES 6-7-8) (18% EXOTIC TAKEOUT)
38,CBY,R7,6f,D,05-27-2016<br>19:32,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE STARTED FOR A CLAIM,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA / $1 DAILY DOUBLE (18% EXOTICTAKEOUT)
39,CBY,R8,6f,D,05-27-2016<br>20:01,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON A RACE SINC,WIN; PLACE & SHOW (15% WPS TAKEOUT) / $1 EXACTA / $.50 TRIFECTA $.10 SUPERFECTA (18% EXOTIC TAKEOUT)
40,CDX,R1,6f,D,05-27-2016<br>09:45,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (1-2-3) PICK 4 (1-2-3-4)
41,CDX,R2,5f,D,05-27-2016<br>10:14,FOR MAIDENS; FILLIES TWO YEARS OLD. Weight; 118 lbs.,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (2-3-4)
42,CDX,R3,8.5f,D,05-27-2016<br>10:43,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (3-4-5) PICK 4 (RACES 3-4-5-6)
43,CDX,R4,6f,D,05-27-2016<br>11:13,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Older; 124 ,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (4-5-6) $.20 SINGLE 6 JACKPOT
44,CDX,R5,8.5f,T,05-27-2016<br>11:43,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Older; 125 ,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (5-6-7) / PICK 5 (5-9)
45,CDX,R6,8.5f,D,05-27-2016<br>12:15,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (6-7-8) PICK 4 (6-7-8-9)
46,CDX,R7,7f,D,05-27-2016<br>12:47,FOR FOUR YEAR OLDS AND UPWARD. Weight; 123 lbs. Non-winners Of Two Races Since M,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (7-8-9)
47,CDX,R8,9f,T,05-27-2016<br>13:19,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON A RACE OT,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA
48,CDX,R9,6.5f,D,05-27-2016<br>13:51,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,EXACTA / TRIFECTA / SUPERFECTA / SUPERFECTA HI-5
49,CTX,R1,4.5f,D,05-27-2016<br>16:00,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON THREE RAC,DAILY DOUBLE (1-2) / PICK 4 (RACES 1-2-3-4) / EXACTA / TRIFECTA / SUPERFECTA PICK 3 (RACES 1-2-3)
50,CTX,R2,7f,D,05-27-2016<br>16:31,FOR ACCREDITED WEST  VIRGINIA-BRED MAIDENS; THREE YEARS OLD  AND UPWARD. Three Y,PICK 3 (RACES 2-3-4) / EXACTA / TRIFECTA / SUPERFECTA / DAILY DOUBLE (2-3)
51,CTX,R3,7f,D,05-27-2016<br>16:57,FOR FOUR YEAR OLDS AND UPWARD WHICH HAVE NOT WON TWO RACES SINCE NOVEMBER 27 OR ,EXACTA / TRIFECTA / SUPERFECTA / DAILY DOUBLE (3-4) / PICK 3 (RACES 3-4-5)
52,CTX,R4,7f,D,05-27-2016<br>17:21,FOR ACCREDITED WEST  VIRGINIA-BRED MAIDENS; THREE YEARS OLD  AND UPWARD. Three Y,EXACTA / TRIFECTA / SUPERFECTA / DAILY DOUBLE (4-5) / PICK 3 (RACES 4-5-6)
53,CTX,R5,7f,D,05-27-2016<br>17:56,FOR FOUR YEAR OLDS AND UPWARD WHICH HAVE NOT WON A RACE SINCE NOVEMBER 27. Weigh,PICK 4 (RACES 5-6-7-8) / EXACTA / TRIFECTA / SUPERFECTA / DAILY DOUBLE (5-6) PICK 3 (RACES 5-6-7)
54,CTX,R6,4.5f,D,05-27-2016<br>18:22,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Older; 124 ,PICK 3 (RACES 6-7-8) / EXACTA / TRIFECTA / SUPERFECTA / DAILY DOUBLE (6-7)
55,CTX,R7,6.5f,D,05-27-2016<br>18:50,FOR ACCREDITED WEST  VIRGINIA-BRED THREE YEAR OLDS AND UPWARD. Three Year Olds; ,DAILY DOUBLE (7-8) / EXACTA / TRIFECTA / SUPERFECTA
56,CTX,R8,7f,D,05-27-2016<br>19:20,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,EXACTA / TRIFECTA / SUPERFECTA
57,EMD,R1,6f,D,05-27-2016<br>18:35,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 120 lbs.; Older; 124 ,$1 DAILY DOUBLE /$1 EXACTA /$.50 TRIFECTA $.10 SUPERFECTA /$.50 PICK 3 (RACES 1-2-3) .50 PICK 4 (RACES 1-2-3-4) $.20 PICK 7 (RACES 1-2-3-4-5-6-7)
58,EMD,R2,6f,D,05-27-2016<br>19:05,FOR MAIDENS; THREE YEARS OLD. Weight; 122 lbs. Claiming Price $8;000; if for $7;,$1 DAILY DOUBLE /$1 EXACTA /$.50 TRIFECTA $.10 SUPERFECTA /$.50 PICK 3 (RACES 2-3-4) $2 123RACING WAGER
59,EMD,R3,6f,D,05-27-2016<br>19:34,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,$1 DAILY DOUBLE /$1 EXACTA /$.50 TRIFECTA $.10 SUPERFECTA / $.50 PICK 3 (RACES 3-4-5) $.50 PICK 5 (RACES 3-4-5-6-7)
60,EMD,R4,8f,D,05-27-2016<br>20:02,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON THREE RACES. Three Year Olds,$1 DAILY DOUBLE /$1 EXACTA /$.50 TRIFECTA $.10 SUPERFECTA /$.50 PICK 3 (RACES 4-5-6) $.50 PICK 4 (RACES 4-5-6-7)
61,EMD,R5,6f,D,05-27-2016<br>20:30,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,$1 DAILY DOUBLE /$1 EXACTA /$.50 TRIFECTA $.10 SUPERFECTA /$.50 PICK 3 (RACES 5-6-7)
62,EMD,R6,6f,D,05-27-2016<br>20:58,FOR FILLIES THREE YEARS OLD. Weight; 121 lbs. Non-winners of two races Allowed 4,$1 DAILY DOUBLE /$1 EXACTA /$.50 TRIFECTA $.10 SUPERFECTA
63,EMD,R7,5.5f,D,05-27-2016<br>21:25,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON A RACE SINC,$1 EXACTA /$.50 TRIFECTA /$.10 SUPERFECTA
64,EVD,R1,8.3f,D,05-27-2016<br>15:50,FOR MAIDENS; THREE; FOUR; FIVE; AND SIX YEARS OLD. Three Year Olds; 118 lbs.; Ol,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (RACES 1-2-3) PICK 4 (RACES 1-2-3-4)
65,EVD,R2,5.5f,D,05-27-2016<br>16:17,FOR ACCREDITED LA BRED THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (RACES 2-3-4)
66,EVD,R3,4.5f,D,05-27-2016<br>16:44,FOR ACCREDITED LA BRED MAIDENS; FILLIES TWO YEARS OLD. Weight; 118 lbs.,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (RACES 3-4-5)
67,EVD,R4,5.5f,D,05-27-2016<br>17:11,FOR MAIDENS; THREE; FOUR; FIVE; AND SIX YEARS OLD. Three Year Olds; 118 lbs.; Ol,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (RACES 4-5-6)
68,EVD,R5,8.5f,D,05-27-2016<br>17:38,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / SUPERFECTA HI 5 PICK 3 (RACES 5-6-7) / PICK 5 (RACES 5-6-7-8-9)
69,EVD,R6,7f,D,05-27-2016<br>18:05,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE STARTED FOR A CLAIMING PRICE OF $5;000,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / PICK 3 (RACES 6-7-8) PICK 4 (RACES 6-7-8-9)
70,EVD,R7,6f,D,05-27-2016<br>18:32,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON FOUR RACES OR WHICH HAVE NOT,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA / SUPERFECTA HI 5 PICK 3 (RACES 7-8-9)
71,EVD,R8,6f,D,05-27-2016<br>18:59,FOR ACCREDITED LA BRED FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE ,DAILY DOUBLE / EXACTA / TRIFECTA / SUPERFECTA
72,EVD,R9,6f,D,05-27-2016<br>19:26,FOR MAIDENS; FILLIES AND MARES THREE; FOUR; FIVE; AND SIX YEARS OLD. Three Year ,EXACTA / TRIFECTA / SUPERFECTA / SUPERFECTA HI 5
73,GGX,R1,8f,D,05-27-2016<br>13:45,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Older; 123 ,$1 EXACTA / $1 TRIFECTA / $1 SUPERFECTA (.10 MIN) $2 ROLLING DOUBLE/ $1 PICK 3 (RACES 1-2-3) $0.50 PICK 5 (RACES 1-2-3-4-5)
74,GGX,R2,5.5f,D,05-27-2016<br>14:20,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 SUPERFECTA (.10 MIN) $1 PICK 3 (RACES 2-3-4) $0.20 GOLDEN PICK6 (RACES 2-7) / $0.50 PICK 4 (RACES 2-3-4-5)
75,GGX,R3,6f,D,05-27-2016<br>14:51,FOR THREE YEAR OLDS AND UPWARD. Three Year Olds; 118 lbs.; Older; 123 lbs. Non-w,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 PICK 3 (RACES 3-4-5)
76,GGX,R4,8f,T,05-27-2016<br>15:20,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE STARTED FOR A CLAIM,$1 EXACTA / $1 TRIFECTA / $1 SUPERFECTA (.10 MIN) $2 ROLLING DOUBLE / $1 PICK 3 (RACES 4-5-6) $0.50 PICK 4 (RACES 4-5-6-7)
77,GGX,R5,6f,D,05-27-2016<br>15:50,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE STARTED FOR A CLAIM,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 SUPERFECTA (.10 MIN) $1 PICK 3 (RACES 5-6-7)
78,GGX,R6,8f,T,05-27-2016<br>16:20,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,$1 EXACTA / $1 TRIFECTA $1 SUPERFECTA (.10 MIN) $2 ROLLING DOUBLE
79,GGX,R7,6f,D,05-27-2016<br>16:50,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,$1 EXACTA / $1 TRIFECTA / $1 SUPERFECTA (.10 MIN) $1 SUPERFECTA HIGH FIVE
80,GPX,R1,7f,D,05-27-2016<br>10:15,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES OR THREE YEAR OLDS,$1 DAILY DOUBLE / $1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA $1 BET 3 (RACES 1-2-3) / $.50 PICK 5 (RACES 1-2-3-4-5)
81,GPX,R2,6f,D,05-27-2016<br>10:46,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 117 lbs.; Older; 123 ,$1 DAILY DOUBLE / $1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA $1 BET 3 (RACES 2-3-4) / $.50 PICK 4 (RACES 2-3-4-5)
82,GPX,R3,4.5f,D,05-27-2016<br>11:17,FOR MAIDENS; TWO YEARS OLD. Weight; 118 lbs.,$1 DAILY DOUBLE / $1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA / $1 SUPERFECTA HI 5 $1 BET 3 (RACES 3-4-5) / $.20 RAINBOW PICK 6 (RACES 3-8)
83,GPX,R4,5.5f,D,05-27-2016<br>11:49,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 117,$1 DAILY DOUBLE / $1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA / $1 SUPERFECTA HI 5 $1 BET 3 (RACES 4-5-6) / $.50 PICK 5 (RACES 4-5-6-7-8)
84,GPX,R5,5f,T,05-27-2016<br>12:21,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 117 lbs.; Older; 123 ,$1 DAILY DOUBLE / $1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA / $1 SUPERFECTA HI 5 $1 BET 3 (RACES 5-6-7) / $.50 PICK 4 (RACES 5-6-7-8)
85,GPX,R6,7.5f,T,05-27-2016<br>12:54,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,$1 DAILY DOUBLE / $1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA / $1 SUPERFECTA HI 5 $1 BET 3 (RACES 6-7-8)
86,GPX,R7,7f,D,05-27-2016<br>13:26,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON THREE RAC,$1 DAILY DOUBLE / $1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA / $1 SUPERFECTA HI 5
87,GPX,R8,7.5f,T,05-27-2016<br>13:58,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 117,$1 EXACTA / $.50 TRIFECTA / $.10 SUPERFECTA / $1 SUPERFECTA HI 5
88,HPX,R2,4f,D,05-27-2016<br>16:53,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON A RACE SINC,EXACTA / .50 TRIFECTA
89,HPX,R3,4f,D,05-27-2016<br>17:18,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Older; 123 ,.20 PICK 4 / EXACTA / .50 TRIFECTA / .10 SUPERFECTA
90,HPX,R4,4f,D,05-27-2016<br>17:43,FOR MICHIGAN BRED MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs,EXACTA / .50 TRIFECTA / .10 SUPERFECTA
