race_id,track,race_number,distance,surface,date_time,race_description,available_bets
91,HPX,R5,4f,D,05-27-2016<br>18:08,FOR MICHIGAN BRED FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT W,EXACTA / .50 TRIFECTA / .10 SUPERFECTA
92,HPX,R6,4f,D,05-27-2016<br>18:33,FOR MICHIGAN BRED FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER,EXACTA / .50 TRIFECTA / .10 SUPERFECTA / .50 PICK 3
93,HPX,R7,4f,D,05-27-2016<br>18:58,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON TWO RACES IN 2015-16. Three Ye,EXACTA / .50 TRIFECTA / .10 SUPERFECTA
94,HPX,R8,4f,D,05-27-2016<br>19:23,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON A RACE SINC,EXACTA / .50 TRIFECTA / .10 SUPERFECTA / $1 LATE DOUBLE
95,HPX,R9,4f,D,05-27-2016<br>19:48,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,EXACTA / .50 TRIFECTA / .10 SUPERFECTA
96,IND,R1,5.5f,D,05-27-2016<br>11:05,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON THREE RACES. Three Year Olds,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA 50 CENT PICK 3 (RACES 1-2-3)
97,IND,R2,5f,T,05-27-2016<br>11:33,(PLUS UP TO 40% Indiana State Bred Supplement) FOR FILLIES AND MARES THREE YEARS,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA / SUPERFECTA 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 2-3-4) 50 CENT PICK 4 (RACES 2-3-4-5)
98,IND,R3,8f,D,05-27-2016<br>12:01,FOR REGISTERED INDIANA BREDS FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA / SUPERFECTA 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 3-4-5) $1 PICK 6 (RACES 3-4-5-6-7-8)
99,IND,R4,8.5f,T,05-27-2016<br>12:29,(PLUS UP TO 40% Indiana State Bred Supplement) FOR MAIDENS; THREE; FOUR; AND FIV,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA / SUPERFECTA 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 4-5-6) 10 CENT GRAND HIGH 5 (PENTAFECTA)
100,IND,R5,8f,D,05-27-2016<br>12:57,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON A RACE SINCE NOVEMBER 27; 2015,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA / SUPERFECTA 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 5-6-7) 50 CENT PICK 4 (RACES 5-6-7-8)
101,IND,R6,5f,T,05-27-2016<br>13:25,(PLUS UP TO 40% Indiana State Bred Supplement) FOR MAIDENS; THREE; FOUR; AND FIV,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA / SUPERFECTA 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 6-7-8)
102,IND,R7,6f,D,05-27-2016<br>13:53,FOR REGISTERED INDIANA BREDS THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA / SUPERFECTA 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 7-8-9)
103,IND,R8,6f,D,05-27-2016<br>14:21,FOR REGISTERED INDIANA BREDS THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO,DAILY DOUBLE / EXACTA / TRIFECTA / 50 CENT TRIFECTA / SUPERFECTA 10 CENT SUPERFECTA / 50 CENT PICK 3 (RACES 8-9-10) 10 CENT GRAND HIGH 5 (PENTAFECTA)
104,LAD,R1,5.5f,D,05-27-2016<br>13:15,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,DAILY DOUBLE / EXACTA / .50 TRIFECTA / .10 SUPERFECTA / PICK 3 (RACES 1-2-3)
105,LAD,R2,8f,T,05-27-2016<br>13:42,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118,DAILY DOUBLE / EXACTA / .50 TRIFECTA / .10 SUPERFECTA / PICK 3 (RACES 2-3-4)
106,LAD,R3,5f,D,05-27-2016<br>14:09,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118,DAILY DOUBLE / EXACTA / .50 TRIFECTA / .10 SUPERFECTA .50 SUPERFECTA PICK 5 (RACES 3-4-5-6-7)
107,LAD,R4,8f,T,05-27-2016<br>14:36,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,DAILY DOUBLE / EXACTA / .50 TRIFECTA / .10 SUPERFECTA / PICK 3 (RACES 4-5-6) PICK 4 (RACES 4-5-6-7)
108,LAD,R5,5.5f,D,05-27-2016<br>15:03,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON FOUR RACE,DAILY DOUBLE / EXACTA / .50 TRIFECTA / .10 SUPERFECTA / PICK 3 (RACES 5-6-7)
109,LAD,R6,7.5f,T,05-27-2016<br>15:30,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,DAILY DOUBLE / EXACTA / .50 TRIFECTA / .10 SUPERFECTA
110,LAD,R7,6.5f,D,05-27-2016<br>15:57,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON A RACE SINC,EXACTA / .50 TRIFECTA / .10 SUPERFECTA
111,LAX,R1,4.5f,D,05-27-2016<br>19:00,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 120,$1 EXACTA / $1 TRIFECTA $1 PLACE PICK ALL STARTS HERE/ $1 SUPERFECTA (.10 CENT MINIMUM WAGER $1 EARLY DOUBLE /$1 PICK FOUR
112,LAX,R2,4.5f,D,05-27-2016<br>19:26,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,$1 EXACTA / $1 TRIFECTA $1 SUPERFECTA (.10 CENT MINIMUM WAGER $1 PICK THREE
113,LAX,R5,4.5f,D,05-27-2016<br>20:44,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON A RACE IN 2,$1 EXACTA / $1 TRIFECTA $1 SUPERFECTA (.10 CENT MIMIMUM WAGER $1 PICK FOUR
114,MDX,R1,6f,D,05-27-2016<br>18:05,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 122 lbs.; Ol,DAILY DOUBLE / EXACTOR / TRIACTOR
115,MDX,R2,4f,D,05-27-2016<br>18:30,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 122,PICK 3 (RACES 2-3-4) / EXACTOR / TRIACTOR
116,MDX,R3,4f,D,05-27-2016<br>18:55,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON THREE RAC,EXACTOR / QUINELLA / TRIACTOR
117,MDX,R4,4f,D,05-27-2016<br>19:20,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON A RACE IN 2016. Three Year Old,PICK 4 (RACES 4-5-6-7) / EXACTOR / TRIACTOR
118,MDX,R5,4f,D,05-27-2016<br>19:45,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 122 lbs.; Ol,EXACTOR / QUINELLA / TRIACTOR
119,MDX,R6,4f,D,05-27-2016<br>20:10,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON FOUR RACES OR SASKATCHEWAN B,EXACTOR / QUINELLA / TRIACTOR
120,MDX,R7,4f,D,05-27-2016<br>20:35,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES OR SASKATCHEWAN BR,EXACTOR / TRIACTOR / SUPERFECTA
121,NPX,R1,6f,D,05-27-2016<br>17:30,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 117 lbs.; Older; 122 ,PICK 5 (RACES 1-2-3-4-5) / DAILY DOUBLE / EXACTOR / TRIACTOR
122,NPX,R2,6.5f,D,05-27-2016<br>17:58,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,WIN THREE (RACES 2-3-4) / EXACTOR / TRIACTOR
123,NPX,R3,6.5f,D,05-27-2016<br>18:26,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 117,EXACTOR / TRIACTOR / SUPERFECTA
124,NPX,R4,6f,D,05-27-2016<br>18:56,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 117,PICK FOUR (RACES 4-5-6-7) / EXACTOR / TRIACTOR
125,NPX,R5,6.5f,D,05-27-2016<br>19:26,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,WIN THREE (RACES 5-6-7) / EXACTOR / TRIACTOR / SUPERFECTA
126,NPX,R6,6f,D,05-27-2016<br>19:56,FOR THREE YEAR OLDS AND UPWARD WAIVER CLAIMING $25;000 OR WHICH HAVE NEVER WON T,LATE DOUBLE / EXACTOR / TRIACTOR / SUPERFECTA
127,NPX,R7,6f,D,05-27-2016<br>20:26,FOR THREE YEAR OLDS AND UPWARD. Three Year Olds; 117 lbs.; Older; 122 lbs. Non-w,EXACTOR / TRIACTOR / SUPERFECTA / JACKPOT HIGH 5
128,PEN,R1,8.3f,D,05-27-2016<br>15:00,(PLUS UP TO 40% PABF) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HA,DAILY DOUBLE / EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA $0.50 PICK 3 (RACES 1-2-3) / $0.50 PICK 4 (RACES 1-2-3-4)
129,PEN,R2,5f,D,05-27-2016<br>15:27,(PLUS UP TO 40% PABF) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HA,DAILY DOUBLE / EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA $0.50 PICK 3 (RACES 2-3-4)
130,PEN,R3,6f,D,05-27-2016<br>15:54,(PLUS UP TO 40% PABF) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HA,DAILY DOUBLE / EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA $0.50 PICK 3 (RACES 3-4-5)
131,PEN,R4,8.5f,D,05-27-2016<br>16:22,(PLUS UP TO 40% PABF) FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RA,DAILY DOUBLE / EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA $0.50 PICK 3 (RACES 4-5-6)
132,PEN,R5,8f,D,05-27-2016<br>16:49,FOR REGISTERED PA-BRED THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON A RACE OT,DAILY DOUBLE / EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA $0.50 PICK 3 (RACES 5-6-7) / $0.50 PICK 4 (RACES 5-6-7-8)
133,PEN,R6,6f,D,05-27-2016<br>17:16,(PLUS UP TO 40% PABF) FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON A RACE S,DAILY DOUBLE / EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA $0.50 PICK 3 (RACES 6-7-8)
134,PEN,R7,5f,D,05-27-2016<br>17:43,(PLUS UP TO 40% PABF) FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON A RACE S,DAILY DOUBLE / EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA
135,PEN,R8,6f,D,05-27-2016<br>18:10,(PLUS UP TO 40% PABF) FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RA,EXACTA / $0.50 TRIFECTA / $0.10 SUPERFECTA
136,PIM,R1,4.5f,D,05-27-2016<br>10:10,(PLUS UP TO 30% MBF) FOR MAIDENS; FILLIES TWO YEARS OLD. Weight; 120 lbs.,EXACTA; TRIFECTA & DAILY DOUBLE (RACES 1-2) / 10 CENT SUPERFECTA 50 CENT PICK 3 (RACES 1-2-3) / $1.00 SUPERFECTA HIGH 5
137,PIM,R2,8.5f,T,05-27-2016<br>10:38,(PLUS UP TO 30% MBF) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Ye,EXACTA & TRIFECTA / DAILY DOUBLE (RACES 2-3) / 10 CENT SUPERFECTA 50 CENT PICK 3 (RACES 2-3-4) / 50 CENT PICK4 (RACES 2-3-4-5) $1.00 SUPERFECTA HIGH 5
138,PIM,R3,8.5f,D,05-27-2016<br>11:06,(PLUS UP TO 30% MBF) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAV,EXACTA; TRIFECTA & DAILY DOUBLE (RACES 3-4) / 10 CENT SUPERFECTA 50 CENT PICK 3 (RACES 3-4-5) / $1.00 SUPERFECTA HIGH 5
139,PIM,R4,8.5f,T,05-27-2016<br>11:34,(PLUS UP TO 30% MBF) FOR THREE YEAR OLDS AND UPWARD. Three Year Olds; 119 lbs.; ,EXACTA; TRIFECTA & DAILY DOUBLE (RACES 4-5) /10 CENT SUPERFECTA 50 CENT PICK 3 (RACES 4-5-6) / 50 CENT PICK 4(RACES 4-5-6-7) 20 CENT RAINBOW PICK 6 (RACES 4-5-6-7-8-9) / $1.00 SUPERFECTA HIGH 5
140,PIM,R5,6f,D,05-27-2016<br>12:02,(PLUS UP TO 30% MBF) FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD.,EXACTA; TRIFECTA & DAILY DOUBLE (RACES 5-6) / 10 CENT SUPERFECTA 50 CENT PICK 3 (RACES 5-6-7) / 50 CENT PICK 5(RACES 5-6-7-8-9) $1.00 SUPERFECTA HIGH 5
141,PIM,R6,5f,T,05-27-2016<br>12:30,(PLUS UP TO 30% MBF) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAV,EXACTA; TRIFECTA & DAILY DOUBLE (RACES 6-7) / 10 CENT SUPERFECTA 50 CENT PICK 3 (RACES 6-7-8) / 50 CENT PICK 4(RACES 6-7-8-9) $1.00 SUPERFECTA HIGH 5
142,PIM,R7,8.5f,D,05-27-2016<br>12:58,(PLUS UP TO 30% MBF) FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON A RACE SI,EXACTA; TRIFECTA & DAILY DOUBLE (RACES 7-8) / 10 CENT SUPERFECTA 50 CENT PICK 3 (RACES 7-8-9) / $1.00 SUPERFECTA HIGH 5
143,PIM,R8,5f,T,05-27-2016<br>13:26,(PLUS UP TO 30% MBF) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAV,EXACTA; TRIFECTA & DAILY DOUBLE (RACES 8-9) / 10 CENT SUPERFECTA $1.00 SUPERFECTA HIGH 5
144,PIM,R9,8.5f,T,05-27-2016<br>13:55,(PLUS UP TO 30% MBF) FOR THREE YEAR OLDS AND UPWARD WHICH HAVE STARTED FOR A CLA,EXACTA; TRIFECTA & 10 CENT SUPERFECTA / $1.00 SUPERFECTA HIGH 5
145,PRM,R1,5f,D,05-27-2016<br>15:30,FOR REGISTERED STATE BRED MAIDENS; THREE; FOUR; FIVE; AND SIX YEARS OLD. Three Y,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA (.10 MINIMUM) DAILY DOUBLE (RACES 1 & 2)/ PICK 3 (RACES1-2-3) (.50 MINIMUM)
146,PRM,R2,5f,D,05-27-2016<br>15:58,FOR THREE YEAR OLD AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; 1,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA ( .10 MINIMUM) PICK 3 (RACES 2-3-4) (.50 MINIMUM)/ PICK4 (RACES 2-3-4-5) (.50 MINIMUM)
147,PRM,R3,4.5f,D,05-27-2016<br>16:25,FOR MAIDENS; TWO YEARS OLD. Weight; 118 lbs.,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA ( .10 MINIMUM) PICK 3 (RACES 3-4-5) (.50 MINIMUM)
148,PRM,R4,5.5f,D,05-27-2016<br>16:52,FOR FILLIES AND MARES THREE YEARS OLD AND UPWARD WHICH HAVE STARTED FOR A CLAIMI,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM) / SUPERFECTA ( .10 MINIMUM) PICK 3 (RACES 4-5-6) (.50 MINIMUM)
149,PRM,R5,5f,D,05-27-2016<br>17:19,FOR REGISTERED STATE BRED MAIDENS; THREE; FOUR; FIVE; AND SIX YEARS OLD. Three Y,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA (.10 MINIMUM) PICK 3 (RACES 5-6-7) (.50 MINIMUM)/ PICK5 (RACES 5-6-7-8-9) (.50 MINIMUM)
150,PRM,R6,5f,D,05-27-2016<br>17:47,FOR FILLIES AND MARES THREE YEARS OLD AND UPWARD WHICH HAVE NOT WON TWO RACES SI,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA ( .10 MINIMUM) PICK 3 (RACES 6-7-8) (.50 MINIMUM)/ PICK4 (RACES 6-7-8-9) (.50 MINIMUM)
151,PRM,R7,8.3f,D,05-27-2016<br>18:14,FOR FILLIES AND MARES THREE YEARS OLD AND UPWARD WHICH HAVE NEVER WON A RACE OTH,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA ( .10 MINIMUM) PICK 3 (RACES 7-8-9) (.50 MINIMUM)
152,PRM,R8,8.5f,D,05-27-2016<br>18:42,FOR FILLIES & MARES; THREE-YEAR-OLDS & UPWARD. Weights: Three-Year-Olds 118 lbs.,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA ( .10 MINIMUM) DAILY DOUBLE (RACES 8 & 9)
153,PRM,R9,8f,D,05-27-2016<br>19:09,FOR THREE YEAR OLD AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; 1,EXACTA / QUINELLA / TRIFECTA (.50 MINIMUM)/ SUPERFECTA ( .10 MINIMUM) PENTAFECTA (.50 MINIMUM)
154,SAX,R1,4.5f,D,05-27-2016<br>14:00,FOR MAIDENS; TWO YEARS OLD. Weight; 120 lbs.,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 ROLLING PICK THREE (RACES 1-2-3) $0.50 PICK 5 (RACES 1-2-3-4-5)/ $1 SUPERFECTA (.10 MIN.)
155,SAX,R2,6f,D,05-27-2016<br>14:35,FOR THREE YEAR OLDS. Weight; 124 lbs. Non-winners of a race since April 12 Allow,$1 EXACTA / $1 TRIFECTA/$2 ROLLING DOUBLE $1 ROLLING PICK THREE (RACES 2-3-4) $0.50 PICK 4 (RACES 2-3-4-5) / $1 SUPERFECTA (.10 MIN.)
156,SAX,R3,6.5f,T,05-27-2016<br>15:05,DOWNHILL TURF FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 120 lbs,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 ROLLING PICK THREE (RACES 3-4-5) $2 PICK SIX STARTS (RACES 3-8)/ $1 SUPERFECTA (.10 MIN.)
157,SAX,R4,5.5f,D,05-27-2016<br>15:35,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON A RACE IN 2016. Three Year Old,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 ROLLING PICK THREE (RACES 4-5-6) / $1 SUPERFECTA (.10 MIN.)
158,SAX,R5,6.5f,T,05-27-2016<br>16:05,DOWNHILL TURF FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three ,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 ROLLING PICK THREE (RACES 5-6-7) $0.50 PICK 4 (RACES 5-6-7-8) /$1 SUPERFECTA (.10 MIN.)
159,SAX,R6,6.5f,D,05-27-2016<br>16:35,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 120 lbs.; Ol,$1 EXACTA / $1 TRIFECTA / $2 ROLLING DOUBLE $1 ROLLING PICK THREE (RACES 6-7-8) / $1 SUPERFECTA (.10 MIN.)
160,SAX,R7,6.5f,T,05-27-2016<br>17:05,DOWNHILL TURF FOR FILLIES THREE YEARS OLD  WHICH HAVE NEVER WON $10;000 ONCE OTH,$1 EXACTA / $1 TRIFECTA $2 ROLLING DOUBLE/ $1 SUPERFECTA (.10 MIN.)
161,SAX,R8,6f,D,05-27-2016<br>17:35,FOR MAIDENS; FILLIES THREE YEARS OLD. Weight; 123 lbs. Claiming Price $30;000.,$1 EXACTA / $1 TRIFECTA / $1 SUPERFECTA (.10 MIN.) $1 SUPERFECTA HIGH 5
162,TDN,R1,5.5f,D,05-27-2016<br>09:55,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON THREE RACES,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA / $1 PICK 3 (RACES 1-2-3) $1 DAILY DOUBLE (RACES 1-2) / $.50 PICK 4(RACES 1-2-3-4)
163,TDN,R2,8f,D,05-27-2016<br>10:25,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON THREE RACES. Three Year Olds,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA / $1 PICK 3 (RACES 2-3-4)
164,TDN,R3,8f,D,05-27-2016<br>10:55,FOR REGISTERED OHIO FOALS FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HA,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA / $1 PICK 3 (RACES 3-4-5)
165,TDN,R4,6f,D,05-27-2016<br>11:25,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON TWO RACES S,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA / $1 PICK 3 (RACES 4-5-6) $.50 PICK 5 (RACES 4-5-6-7-8)
166,TDN,R5,6f,D,05-27-2016<br>11:55,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON FOUR RACE,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA / $1 PICK 3 (RACES 5-6-7) $.50 PICK 4 (RACES 5-6-7-8)
167,TDN,R6,8f,D,05-27-2016<br>12:25,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NOT WON TWO RACES SINCE NOVEMBER 27. T,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA / $1 PICK 3 (RACES 6-7-8)
168,TDN,R7,5.5f,D,05-27-2016<br>12:55,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NOT WON A RACE IN 2,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA / $1 DAILY DOUBLE (RACES 7-8)
169,TDN,R8,6f,D,05-27-2016<br>13:25,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds; ,$1 EXACTA / $1 TRIFECTA / $.10 SUPERFECTA
170,WOX,R1,8.5f,D,05-27-2016<br>10:00,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR /.20 SUPERFECTA .20 PICK 3 (RACES 1-2-3)
171,WOX,R2,5f,D,05-27-2016<br>10:35,FOR THREE YEAR OLDS AND UPWARD. Three Year Olds; 118 lbs.; Older; 123 lbs. Non-w,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR /.20 SUPERFECTA .20 PICK 3 (RACES 2-3-4) / .20 PICK 5 (RACES 2-3-4-5-6)
172,WOX,R3,8.5f,D,05-27-2016<br>11:10,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR /.20 SUPERFECTA .20 PICK 3 (RACES 3-4-5)
173,WOX,R4,6.5f,D,05-27-2016<br>11:44,FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON THREE RACES. Three Year Olds,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR /.20 SUPERFECTA .20 PICK 3 (RACES 4-5-6) /.20 $50;000 GUARANTEED PICK 4(RACES 4-5-6-7)
174,WOX,R5,8.5f,D,05-27-2016<br>12:16,FOR MAIDENS; THREE YEARS OLD  AND UPWARD. Three Year Olds; 118 lbs.; Older; 123 ,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR /.20 SUPERFECTA .20 PICK 3 ( RACES 5-6-7)
175,WOX,R6,7f,D,05-27-2016<br>12:47,FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR /.20 SUPERFECTA .20 PICK 3 (RACES 6-7-8) / .20 PICK 4 (RACES 6-7-8-9)
176,WOX,R7,6.5f,T,05-27-2016<br>13:19,FOR THREE YEAR OLDS AND UPWARD. Three Year Olds; 118 lbs.; Older; 123 lbs. Non-w,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR /.20 SUPERFECTA .20 PICK 3 (RACES 7-8-9)
177,WOX,R8,8.5f,D,05-27-2016<br>13:51,FOR THREE YEAR OLDS AND UPWARD. Three Year Olds; 118 lbs.; Older; 123 lbs. Non-w,ROLLING DOUBLE / EXACTOR /.20 TRIACTOR / .20 SUPERFECTA
178,WOX,R9,6.5f,D,05-27-2016<br>14:23,FOR MAIDENS; FILLIES AND MARES THREE YEARS OLD  AND UPWARD. Three Year Olds; 118,EXACTOR /.20 TRIACTOR / .20 SUPERFECTA /.20 JACKPOT HI5
